,proba_de,proba_not_de,bayes_factor,scale1,scale2,pseudocounts,delta,lfc_mean,lfc_median,lfc_std,lfc_min,lfc_max,raw_mean1,raw_mean2,non_zeros_proportion1,non_zeros_proportion2,raw_normalized_mean1,raw_normalized_mean2,is_de_fdr_0.05,comparison,group1,group2
NUDC,0.4804,0.5196000000000001,-0.07844019302020311,0.0003332766,0.00038113302,1e-05,0.25,-0.20449147,-0.20231771,1.1547296,-4.8494864,4.8558483,0.5509815,0.4033058,0.3891747665332571,0.2976478067387158,3.4647057056427,4.110631942749023,False,5kpbmc vs Rest,5kpbmc,Rest
CTNNA1,0.4804,0.5196000000000001,-0.07844019302020311,8.4372696e-05,8.611008e-05,1e-05,0.25,-0.28938028,-0.19416618,2.8413463,-8.3520975,8.529144,0.23346674,0.15893197,0.15932914046121593,0.1277813095994914,0.802390456199646,0.9049621820449829,False,5kpbmc vs Rest,5kpbmc,Rest
NSD2,0.4804,0.5196000000000001,-0.07844019302020311,6.124665e-05,7.015764e-05,1e-05,0.25,-0.13780172,-0.23360491,1.4683037,-4.249421,5.8097363,0.06956356,0.06382708,0.062130741376024395,0.05416401780038144,0.6398464441299438,0.6056801080703735,False,5kpbmc vs Rest,5kpbmc,Rest
ADA2,0.48,0.52,-0.08004270607097252,0.0002955647,0.00032322906,1e-05,0.25,-0.14354163,-0.18618059,1.6811821,-4.339197,7.907174,0.72841626,0.50731087,0.30303030303030304,0.2708200890019072,2.7281837463378906,2.9654464721679688,False,5kpbmc vs Rest,5kpbmc,Rest
CTSS,0.4796,0.5204,-0.08164532185026985,0.0028617515,0.0026579497,1e-05,0.25,-0.15302394,-0.1636312,2.620115,-7.680998,7.539326,8.539737,4.7018437,0.548885077186964,0.5026064844246663,27.63509178161621,23.878965377807617,False,5kpbmc vs Rest,5kpbmc,Rest
SLAMF1,0.4796,0.5204,-0.08164532185026985,0.000115681025,8.830725e-05,1e-05,0.25,0.49530166,0.36073828,4.483528,-14.379756,12.19363,0.08423861,0.061411317,0.07299409186201639,0.04818817546090273,1.044741153717041,0.7048695087432861,False,5kpbmc vs Rest,5kpbmc,Rest
P2RX7,0.4796,0.5204,-0.08164532185026985,6.411351e-05,6.599595e-05,1e-05,0.25,-0.2403395,-0.19669533,1.9529467,-10.323469,10.019954,0.14808463,0.09434202,0.111873451496093,0.08150031786395423,0.6471498608589172,0.6283740997314453,False,5kpbmc vs Rest,5kpbmc,Rest
RAB11FIP1,0.4792,0.5207999999999999,-0.08324804242623518,0.00035481463,0.00030004294,1e-05,0.25,0.10785995,0.18126774,1.704074,-5.354315,7.704381,0.7688203,0.43115067,0.3270440251572327,0.2540368722186904,3.2527050971984863,2.83829665184021,False,5kpbmc vs Rest,5kpbmc,Rest
SOCS3,0.479,0.521,-0.08404944265948322,0.00033863686,0.00033080985,1e-05,0.25,-0.09129565,-0.13805676,2.6616225,-9.250893,10.815745,0.49571183,0.4315321,0.27863541071088244,0.24869675778766687,4.311817169189453,3.8214521408081055,False,5kpbmc vs Rest,5kpbmc,Rest
BCL2,0.479,0.521,-0.08404944265948322,0.00037579244,0.0004152019,1e-05,0.25,-0.20130882,-0.14769936,3.5699599,-9.812848,8.953556,0.29597867,0.23610935,0.20659424433009338,0.17952956134774317,3.4419920444488525,3.6977651119232178,False,5kpbmc vs Rest,5kpbmc,Rest
PDK1,0.479,0.521,-0.08404944265948322,0.00011620992,0.0001470155,1e-05,0.25,-0.20890845,-0.18137598,1.9951309,-6.2755117,5.734557,0.12235563,0.12091545,0.10596531351248333,0.1010807374443738,1.4512829780578613,1.6535624265670776,False,5kpbmc vs Rest,5kpbmc,Rest
ATP8B2,0.4788,0.5212,-0.08485086986781765,0.00018886113,0.00019607299,1e-05,0.25,-0.18595251,-0.20991802,4.081587,-12.627487,10.846051,0.102153614,0.09955499,0.08843148465789975,0.08556897647806738,1.5644487142562866,1.364586353302002,False,5kpbmc vs Rest,5kpbmc,Rest
MRPS16,0.4788,0.5212,-0.08485086986781765,0.00015793354,0.00018311731,1e-05,0.25,-0.23669209,-0.21944189,0.8960632,-4.1484165,4.0939503,0.25767106,0.21335028,0.21345530779493044,0.1701207883026065,1.5541574954986572,1.9375118017196655,False,5kpbmc vs Rest,5kpbmc,Rest
SLC2A3,0.4786,0.5214,-0.0856523243099866,0.0008929989,0.0007630033,1e-05,0.25,0.13693926,0.1641264,1.8059653,-7.7845144,10.539825,0.9857061,0.96134776,0.4593100819515914,0.39287984742530196,10.186127662658691,7.718892574310303,False,5kpbmc vs Rest,5kpbmc,Rest
PTTG1,0.4786,0.5214,-0.0856523243099866,4.5316392e-05,6.159454e-05,1e-05,0.25,-0.1040172,-0.23241138,2.813488,-10.071351,9.295985,0.08481037,0.101970755,0.05812845435486945,0.05149396058486968,0.5070880055427551,0.6628353595733643,False,5kpbmc vs Rest,5kpbmc,Rest
GNB4,0.4784,0.5216000000000001,-0.0864538062447906,4.7940688e-05,5.7344998e-05,1e-05,0.25,-0.36843184,-0.35075426,3.2660847,-10.16614,8.301,0.14941871,0.10820089,0.1097770154373928,0.08887476160203434,0.4879891872406006,0.5592476725578308,False,5kpbmc vs Rest,5kpbmc,Rest
SIRPB1,0.4782,0.5218,-0.08725531593108238,6.9757596e-05,3.138957e-05,1e-05,0.25,0.64359653,0.62624836,3.7060587,-9.4486885,12.295925,0.23213264,0.064589955,0.15151515151515152,0.05632549268912905,0.7427770495414734,0.340670645236969,False,5kpbmc vs Rest,5kpbmc,Rest
LILRA6,0.4782,0.5218,-0.08725531593108238,3.9305745e-05,3.5019406e-05,1e-05,0.25,1.0936865,1.1044283,4.265187,-10.3721075,11.363054,0.109014675,0.06891291,0.08423861254049933,0.058232676414494595,0.36414867639541626,0.3195320963859558,False,5kpbmc vs Rest,5kpbmc,Rest
IKZF3,0.478,0.522,-0.08805685362776905,0.00042749775,0.00035025965,1e-05,0.25,0.21559453,0.18930626,4.543307,-13.399521,12.706169,0.30607966,0.18919262,0.2109777015437393,0.15003178639542275,3.3709027767181396,2.6225199699401855,False,5kpbmc vs Rest,5kpbmc,Rest
PECAM1,0.478,0.522,-0.08805685362776905,0.00025121294,0.00025006628,1e-05,0.25,-0.07125963,-0.096589565,2.941533,-10.853205,11.741978,0.6201639,0.3986014,0.2664379645511721,0.22466624284806103,2.3391330242156982,2.34635853767395,False,5kpbmc vs Rest,5kpbmc,Rest
ZNF106,0.4778,0.5222,-0.08885841959381147,0.00030607427,0.00024156048,1e-05,0.25,0.2826751,0.20502949,0.86205596,-3.8650713,6.7599,0.6064418,0.2993007,0.32628168477225084,0.2147488874761602,3.033643960952759,2.201024055480957,False,5kpbmc vs Rest,5kpbmc,Rest
MS4A1,0.4776,0.5224,-0.08966001408822522,0.00032404342,0.000627463,1e-05,0.25,-0.65215975,-0.6704893,4.5975223,-18.400532,15.82966,0.3847913,0.44958678,0.07432818753573471,0.0891290527654164,3.2907371520996094,5.54017448425293,False,5kpbmc vs Rest,5kpbmc,Rest
HIST1H2AB,0.4776,0.5224,-0.08966001408822522,5.464672e-06,2.005126e-06,1e-05,0.25,1.4926705,1.4870071,2.0674772,-7.377226,9.468661,0.00971984,0.0044500954,0.00952925481227368,0.0035600762873490145,0.08719642460346222,0.04127340018749237,False,5kpbmc vs Rest,5kpbmc,Rest
CCT7,0.4776,0.5224,-0.08966001408822522,0.0003347883,0.00039531547,1e-05,0.25,-0.15853818,-0.2085886,1.5123237,-5.65501,4.584506,0.53421,0.4418309,0.3699256718124643,0.30578512396694213,3.5954172611236572,4.524364948272705,False,5kpbmc vs Rest,5kpbmc,Rest
MCUR1,0.4774,0.5226,-0.09046163737008106,5.7738434e-05,6.728734e-05,1e-05,0.25,-0.24552754,-0.2322278,1.2524917,-6.440363,6.158944,0.115303986,0.097139224,0.09472079283400038,0.07399872854418309,0.6444187164306641,0.7287036776542664,False,5kpbmc vs Rest,5kpbmc,Rest
STK38L,0.4772,0.5227999999999999,-0.09126328969850517,6.654315e-05,7.35084e-05,1e-05,0.25,-0.19759618,-0.23244333,1.0242339,-3.5010023,4.1705093,0.15818563,0.104767956,0.12178387650085763,0.08900190718372536,0.6753525733947754,0.7494808435440063,False,5kpbmc vs Rest,5kpbmc,Rest
SLAMF7,0.4772,0.5227999999999999,-0.09126328969850517,7.262282e-05,6.6956534e-05,1e-05,0.25,0.35084793,0.4391346,4.511254,-12.7578945,14.535676,0.112064034,0.0806103,0.08137983609681723,0.05340114431023522,0.7449062466621399,0.6221953630447388,False,5kpbmc vs Rest,5kpbmc,Rest
HOPX,0.477,0.523,-0.09206497133268021,0.00044298545,0.0005252974,1e-05,0.25,-0.30621415,-0.25701046,5.4342637,-16.259514,14.6295805,0.48141795,0.40572155,0.166190203926053,0.19516846789574063,4.07834005355835,5.310256481170654,False,5kpbmc vs Rest,5kpbmc,Rest
SFXN5,0.477,0.523,-0.09206497133268021,4.0748404e-05,4.4030614e-05,1e-05,0.25,-0.24157383,-0.23356867,1.63069,-5.683612,7.209117,0.08633505,0.06675143,0.07318467695826186,0.05886840432294978,0.4476564824581146,0.4815792143344879,False,5kpbmc vs Rest,5kpbmc,Rest
SASH1,0.477,0.523,-0.09206497133268021,3.1606607e-05,8.65836e-06,1e-05,0.25,2.4397643,2.5260267,4.453694,-11.070132,14.801829,0.10768058,0.019961856,0.06651419858967028,0.017418944691671965,0.2976289391517639,0.07910901308059692,False,5kpbmc vs Rest,5kpbmc,Rest
FXYD2,0.477,0.523,-0.09206497133268021,3.3196281e-06,1.1085155e-05,1e-05,0.25,-1.6238499,-1.6812577,3.0918622,-11.017751,8.774762,0.0024776063,0.0076287347,0.0020964360587002098,0.006230133502860775,0.03310905024409294,0.1141236424446106,False,5kpbmc vs Rest,5kpbmc,Rest
CRTAM,0.4768,0.5232,-0.09286668253184449,6.3242354e-05,6.1068866e-05,1e-05,0.25,0.2391191,0.23205233,2.9867437,-10.31236,10.997598,0.07146941,0.047933884,0.05793786925862397,0.04437380801017165,0.5002021193504333,0.668527364730835,False,5kpbmc vs Rest,5kpbmc,Rest
SPI1,0.4768,0.5232,-0.09286668253184449,0.00034695177,0.0005193915,1e-05,0.25,-0.209407,-0.28366995,5.0941305,-12.552859,12.664625,1.2752049,1.2083917,0.29426338860301127,0.2957406230133503,3.7081634998321533,5.414533615112305,False,5kpbmc vs Rest,5kpbmc,Rest
RNGTT,0.4766,0.5234,-0.0936684235552947,8.049967e-05,9.460688e-05,1e-05,0.25,-0.1890062,-0.2262783,1.280459,-4.444421,4.12667,0.10139127,0.10298792,0.08957499523537259,0.08645899554990465,0.9004393219947815,1.1393237113952637,False,5kpbmc vs Rest,5kpbmc,Rest
APOBEC3G,0.4766,0.5234,-0.0936684235552947,0.00035916152,0.00033295585,1e-05,0.25,0.2007922,0.13223314,2.3044236,-7.34101,7.976412,0.5355441,0.34850603,0.3110348770726129,0.2326764144945963,3.754805088043213,3.975943088531494,False,5kpbmc vs Rest,5kpbmc,Rest
SFXN4,0.4764,0.5236000000000001,-0.09447019466238449,4.8990234e-05,6.1771934e-05,1e-05,0.25,-0.29497746,-0.23532963,1.2703803,-7.4901876,5.578556,0.08328569,0.070820086,0.07623403849818944,0.06191989828353465,0.5064542293548584,0.5876122117042542,False,5kpbmc vs Rest,5kpbmc,Rest
AL139393.2,0.4762,0.5238,-0.09527199611252546,1.9520405e-05,1.7143004e-05,1e-05,0.25,0.3523464,0.4213128,2.3947778,-8.7723,7.204344,0.022107871,0.0130959945,0.019820850009529253,0.012205975842339479,0.18393172323703766,0.1649133265018463,False,5kpbmc vs Rest,5kpbmc,Rest
AL645608.8,0.476,0.524,-0.0960738281651885,6.2720032e-06,1.1899022e-06,1e-05,0.25,2.595958,2.7267847,3.1512008,-10.657759,12.311099,0.014484467,0.0022886205,0.012578616352201259,0.0019071837253655435,0.07621829956769943,0.007927183993160725,False,5kpbmc vs Rest,5kpbmc,Rest
CCND2,0.476,0.524,-0.0960738281651885,0.0003391482,0.00030032298,1e-05,0.25,0.16397224,0.16271448,2.8413484,-7.392318,8.097513,0.296741,0.20012714,0.21497998856489423,0.1487603305785124,3.000734329223633,2.4765119552612305,False,5kpbmc vs Rest,5kpbmc,Rest
UFD1,0.4758,0.5242,-0.0968756910799029,0.0002136899,0.00024403549,1e-05,0.25,-0.19099985,-0.1842575,1.2285204,-5.274805,5.444294,0.3339051,0.28556898,0.2555746140651801,0.2143674507310871,2.230729341506958,2.853895664215088,False,5kpbmc vs Rest,5kpbmc,Rest
JPT1,0.4758,0.5242,-0.0968756910799029,0.00031942528,0.00036781325,1e-05,0.25,-0.2907457,-0.19679546,1.0231109,-5.1924496,4.7404337,0.6304555,0.4937063,0.382694873260911,0.31061665607120154,3.4904606342315674,3.8573222160339355,False,5kpbmc vs Rest,5kpbmc,Rest
NUSAP1,0.4758,0.5242,-0.0968756910799029,1.3288822e-05,9.016837e-06,1e-05,0.25,0.83114815,0.7585201,2.2928293,-9.824813,10.351618,0.028968934,0.038016528,0.019249094720792833,0.012205975842339479,0.12720826268196106,0.08285840600728989,False,5kpbmc vs Rest,5kpbmc,Rest
NSG1,0.4758,0.5242,-0.0968756910799029,7.531262e-05,9.170946e-05,1e-05,0.25,-0.58827317,-0.57312346,5.0953064,-13.71249,13.454648,0.06384601,0.05696122,0.05241090146750524,0.05034965034965035,0.5835797786712646,0.8096446990966797,False,5kpbmc vs Rest,5kpbmc,Rest
YEATS4,0.4756,0.5244,-0.09767758511625846,8.720862e-05,0.00010221937,1e-05,0.25,-0.1884259,-0.17205715,1.7021551,-5.785206,4.663706,0.1151134,0.09955499,0.10139127120259196,0.08328035600762873,0.9210368394851685,1.1018006801605225,False,5kpbmc vs Rest,5kpbmc,Rest
CD3EAP,0.4754,0.5246,-0.09847951053390436,2.1856613e-05,1.9212875e-05,1e-05,0.25,0.34808165,0.35076714,1.8950517,-6.772068,8.367889,0.026872499,0.016274635,0.024204307223175146,0.013986013986013986,0.19401831924915314,0.17227284610271454,False,5kpbmc vs Rest,5kpbmc,Rest
CR1,0.4752,0.5247999999999999,-0.09928146759255108,6.259121e-05,7.3894866e-05,1e-05,0.25,0.043455552,-0.15554905,3.6794102,-11.838679,12.488707,0.107489996,0.09828354,0.08423861254049933,0.08048315321042594,0.5655930638313293,0.6417940855026245,False,5kpbmc vs Rest,5kpbmc,Rest
GPRIN3,0.4752,0.5247999999999999,-0.09928146759255108,0.00016881627,0.00017327497,1e-05,0.25,-0.06269539,-0.14017487,2.6432872,-11.683912,9.82005,0.14217648,0.10692944,0.11587573851724794,0.09167196439923712,1.2676098346710205,1.2199369668960571,False,5kpbmc vs Rest,5kpbmc,Rest
ZEB2,0.475,0.525,-0.10008345655197026,0.0006212311,0.0006479674,1e-05,0.25,-0.17745304,-0.08952427,4.2114987,-11.222268,12.051763,1.5500286,0.99109983,0.39603582999809417,0.3834710743801653,6.11318302154541,6.887950420379639,False,5kpbmc vs Rest,5kpbmc,Rest
MPP6,0.475,0.525,-0.10008345655197026,3.8619157e-05,4.7320897e-05,1e-05,0.25,-0.25222927,-0.24286175,2.8728786,-9.665387,10.329807,0.046502765,0.036363635,0.04154755098151325,0.03318499682136046,0.456180214881897,0.4931514859199524,False,5kpbmc vs Rest,5kpbmc,Rest
PSMA7,0.4748,0.5252,-0.1008854776719943,0.0010524539,0.00093300303,1e-05,0.25,0.038895708,0.21187067,1.0546291,-5.191409,5.3054695,2.0876691,1.1183726,0.6939203354297694,0.5740623013350286,11.382078170776367,10.005088806152344,False,5kpbmc vs Rest,5kpbmc,Rest
SNX18,0.4746,0.5254,-0.10168753121251894,0.0001291327,0.00010741218,1e-05,0.25,0.23086604,0.19136524,1.4266267,-4.431114,7.259883,0.27844483,0.13464718,0.1884886601867734,0.11048951048951049,1.1916425228118896,0.9395892024040222,False,5kpbmc vs Rest,5kpbmc,Rest
CTDSPL,0.4746,0.5254,-0.10168753121251894,2.4999763e-05,4.8013744e-06,1e-05,0.25,1.7736176,1.7960348,4.053587,-10.898569,14.8808565,0.085000955,0.007883026,0.058319039451114926,0.006484424666242848,0.29312649369239807,0.06994050741195679,False,5kpbmc vs Rest,5kpbmc,Rest
ACRBP,0.4746,0.5254,-0.10168753121251894,1.0571695e-05,1.4391672e-05,1e-05,0.25,-0.82805264,-0.83537006,2.6956775,-10.410034,12.835488,0.02839718,0.017673235,0.015437392795883362,0.01246026700572155,0.0915871188044548,0.13074928522109985,False,5kpbmc vs Rest,5kpbmc,Rest
LRRC25,0.4744,0.5256000000000001,-0.1024896174335026,0.00015726993,0.0001137061,1e-05,0.25,1.0509723,0.9539552,5.6793375,-14.364649,15.578789,0.5643225,0.2798474,0.22698684962835905,0.1554990464081373,1.633215308189392,1.2009388208389282,False,5kpbmc vs Rest,5kpbmc,Rest
FCGR3A,0.4744,0.5256000000000001,-0.1024896174335026,0.0005101681,0.0007232891,1e-05,0.25,-0.5621615,-0.51360893,6.0638633,-17.512627,18.351343,0.9799886,0.6652257,0.14636935391652373,0.182453909726637,4.635996341705322,6.486003398895264,False,5kpbmc vs Rest,5kpbmc,Rest
BAG2,0.4742,0.5258,-0.10329173659496571,3.3910408e-05,3.280573e-05,1e-05,0.25,0.36011863,0.29797125,2.9716156,-7.9469585,9.6751375,0.03887936,0.03547362,0.03449590242043072,0.03153210425937698,0.3461419343948364,0.4106191098690033,False,5kpbmc vs Rest,5kpbmc,Rest
CNP,0.4742,0.5258,-0.10329173659496571,6.329247e-05,7.533092e-05,1e-05,0.25,-0.2153741,-0.2381959,0.8477727,-3.7557983,3.3453894,0.10958643,0.097139224,0.09681722889270059,0.07946598855689765,0.7150266766548157,0.842151939868927,False,5kpbmc vs Rest,5kpbmc,Rest
AL391121.1,0.474,0.526,-0.10409388895699412,4.0868104e-05,4.259326e-05,1e-05,0.25,-0.19348744,-0.2559538,1.3511987,-8.202058,7.1548996,0.044215742,0.03979657,0.03811701924909472,0.03801652892561983,0.39029309153556824,0.40335825085639954,False,5kpbmc vs Rest,5kpbmc,Rest
A2M-AS1,0.474,0.526,-0.10409388895699412,0.00011684514,0.00013093844,1e-05,0.25,0.27905577,0.19138145,4.0594893,-11.73317,11.379733,0.08042691,0.073617294,0.06880121974461598,0.06497139224411952,0.9657396078109741,1.0432935953140259,False,5kpbmc vs Rest,5kpbmc,Rest
PPM1F,0.4736,0.5264,-0.10569829432340716,0.00010971792,0.000101970254,1e-05,0.25,-0.11080066,-0.18604994,1.8668883,-7.067622,8.511489,0.24223366,0.15460902,0.16333142748237087,0.12358550540368722,0.992148220539093,0.969897449016571,False,5kpbmc vs Rest,5kpbmc,Rest
GART,0.4736,0.5264,-0.10569829432340716,9.551992e-05,0.00010895371,1e-05,0.25,-0.065955974,-0.1978445,1.2428837,-4.6629677,5.6061296,0.12712026,0.0979021,0.11015818562988375,0.08480610298792117,0.8830093145370483,0.9901671409606934,False,5kpbmc vs Rest,5kpbmc,Rest
PHB,0.4736,0.5264,-0.10569829432340716,0.00028540532,0.0003240156,1e-05,0.25,-0.17103404,-0.18778324,1.3507726,-7.3428793,6.772276,0.514008,0.37291798,0.3602058319039451,0.2739987285441831,3.1226518154144287,3.785503387451172,False,5kpbmc vs Rest,5kpbmc,Rest
LAT2,0.4736,0.5264,-0.10569829432340716,0.00015904226,0.00018617914,1e-05,0.25,-0.50103116,-0.24582195,4.340357,-13.76209,12.984909,0.49037546,0.33426574,0.2597674861825805,0.228099173553719,1.861579418182373,2.3322606086730957,False,5kpbmc vs Rest,5kpbmc,Rest
NRGN,0.4734,0.5266,-0.10650054784828578,0.00013407409,0.00020982875,1e-05,0.25,-0.26876628,-0.4624753,4.67596,-12.746949,16.525562,0.30855727,0.42199618,0.15799504478749762,0.19694850603941513,1.2032763957977295,2.106534242630005,False,5kpbmc vs Rest,5kpbmc,Rest
IFI44L,0.4734,0.5266,-0.10650054784828578,7.728909e-05,6.968137e-05,1e-05,0.25,0.22268431,0.18122578,2.5135775,-14.814871,12.955705,0.16047265,0.07997457,0.08957499523537259,0.054926891290527656,0.8573600053787231,0.713405966758728,False,5kpbmc vs Rest,5kpbmc,Rest
TBX21,0.4734,0.5266,-0.10650054784828578,0.00010799174,0.00018838044,1e-05,0.25,-0.62940925,-0.5793028,4.745756,-15.17827,13.69661,0.12559558,0.13769867,0.08290451686678102,0.10197075651621106,1.1997865438461304,1.8270429372787476,False,5kpbmc vs Rest,5kpbmc,Rest
HSPA14-1,0.4732,0.5267999999999999,-0.10730283561471687,6.534188e-05,7.5225485e-05,1e-05,0.25,-0.17788032,-0.20808554,1.2565465,-5.3178453,5.315243,0.10691824,0.086840436,0.09757956927768248,0.07527018436109345,0.7512146234512329,0.8515480160713196,False,5kpbmc vs Rest,5kpbmc,Rest
S100B,0.4732,0.5267999999999999,-0.10730283561471687,0.00012545577,8.110934e-05,1e-05,0.25,0.9179051,0.80201435,5.0881977,-14.343355,17.880527,0.16657138,0.06268277,0.03449590242043072,0.01869040050858233,1.3497774600982666,0.8344734907150269,False,5kpbmc vs Rest,5kpbmc,Rest
RHOQ,0.4732,0.5267999999999999,-0.10730283561471687,0.00013548555,0.00013464627,1e-05,0.25,-0.18594512,-0.18292809,1.9372214,-5.39071,6.359601,0.34000382,0.24157661,0.20316371259767485,0.16312778130959948,1.319076657295227,1.3148314952850342,False,5kpbmc vs Rest,5kpbmc,Rest
TIMP2,0.4732,0.5267999999999999,-0.10730283561471687,0.00017264058,0.00021275904,1e-05,0.25,-0.08706135,-0.23406792,4.1073694,-11.112042,12.240825,0.5536497,0.4507311,0.24528301886792453,0.2263191354100445,1.7217413187026978,2.115299701690674,False,5kpbmc vs Rest,5kpbmc,Rest
BHLHE40,0.473,0.527,-0.10810515788311259,0.00013546062,0.00017711813,1e-05,0.25,-0.06989544,-0.15040016,2.6163223,-8.946342,9.060294,0.28435296,0.18970121,0.1761006289308176,0.1477431659249841,1.2377643585205078,1.5616410970687866,False,5kpbmc vs Rest,5kpbmc,Rest
MIAT,0.473,0.527,-0.10810515788311259,0.00014318751,0.000119279066,1e-05,0.25,0.20975532,0.18298054,3.3266106,-9.869544,11.669332,0.09357728,0.07628735,0.07528111301696207,0.0628099173553719,1.3759751319885254,1.1204371452331543,False,5kpbmc vs Rest,5kpbmc,Rest
PPP1R14B,0.473,0.527,-0.10810515788311259,0.00026778193,0.00029394656,1e-05,0.25,-0.20682272,-0.18188763,1.3783698,-6.318418,6.2086005,0.54068995,0.39465988,0.2912140270630837,0.24577240940877304,2.8138773441314697,3.271202325820923,False,5kpbmc vs Rest,5kpbmc,Rest
PTK2,0.4726,0.5274,-0.1097099069677765,1.3003515e-05,2.1331867e-05,1e-05,0.25,-0.52444506,-0.5391493,3.3941638,-12.29387,11.735859,0.028968934,0.026191989,0.025157232704402517,0.024157660521296885,0.1800755262374878,0.24398955702781677,False,5kpbmc vs Rest,5kpbmc,Rest
FAM129B,0.4726,0.5274,-0.1097099069677765,2.9546625e-05,3.194074e-05,1e-05,0.25,-0.4196473,-0.40264606,3.2888196,-10.011798,9.673667,0.0703259,0.058614112,0.06022489041356966,0.05136681500317864,0.2503909766674042,0.3249218165874481,False,5kpbmc vs Rest,5kpbmc,Rest
CIB2,0.4726,0.5274,-0.1097099069677765,9.999527e-06,1.4279224e-05,1e-05,0.25,-0.49748197,-0.63002634,2.7479084,-9.669335,10.466812,0.0154373925,0.012205976,0.010863350485991996,0.010553083280356007,0.07519424706697464,0.11564987897872925,False,5kpbmc vs Rest,5kpbmc,Rest
CD14,0.4726,0.5274,-0.1097099069677765,0.00049272523,0.0007663923,1e-05,0.25,-0.48687777,-0.39769936,5.709106,-16.675776,13.971679,1.7591004,1.6797203,0.25748046502763483,0.2634456452638271,5.425347328186035,7.965171813964844,False,5kpbmc vs Rest,5kpbmc,Rest
AC079322.1,0.4726,0.5274,-0.1097099069677765,8.499845e-06,3.6065408e-06,1e-05,0.25,1.0066128,1.0062647,2.1567416,-6.8470955,9.767075,0.008385744,0.0031786396,0.007623403849818944,0.0029243483788938336,0.08089296519756317,0.03270988166332245,False,5kpbmc vs Rest,5kpbmc,Rest
CKAP4,0.4722,0.5278,-0.11131479718691484,8.386922e-05,8.746261e-05,1e-05,0.25,-0.0036980005,-0.17075157,3.2229736,-10.346011,9.945648,0.20602249,0.19109981,0.13760243948923195,0.12053401144310236,0.8322113156318665,0.8916395902633667,False,5kpbmc vs Rest,5kpbmc,Rest
LGALS3,0.472,0.528,-0.1121172958736596,0.00043780552,0.0003825251,1e-05,0.25,-0.022098515,0.07034063,3.761464,-11.555205,11.875455,1.4286258,0.75079465,0.3363826948732609,0.30146217418944693,4.630712509155273,3.8490474224090576,False,5kpbmc vs Rest,5kpbmc,Rest
